Code HS6,Label HS6,HHi Européen,HHi Mondial,HHi Français,Part UE Contrôle financier,Part UE Contrôle opérationel,Taux de couverture Exportations/Importations,Taux de couverture de transit (Transit/Importations),Taux de couverture Exportations/Importations françaises,HHI Contrôle financier,HHI Contrôle opérationel,Code ISIC,Label ISIC,Code HS6 2017,Label HS6 2017,Nom Trendeo,Code HS4,Label HS4,Importations,Exportations,Valeur des flux transitant dans l'UE,Importations françaises,Exportations françaises,Valeur des échanges mondiaux,Quantités importées,Quantités exportées,Quantités transitant dans l'UE,Quantités importées en France,Quantité exportées en France,Quantités totales échangées,Premier exporateur vers l'UE,Premier exportateur mondial,Deuxième exporateur vers l'UE,Deuxième exportateur mondial,Troisième exporateur vers l'UE,Troisième exportateur mondial,Quatrième exporateur vers l'UE,Quatrième exportateur mondial,Cinquième exporateur vers l'UE,Cinquième exportateur mondial,Part du premier exportateur vers l'UE,Part du premier exportateur mondial,Part du deuxième exportateur vers l'UE,Part du deuxième exportateur mondial,Part du troisième exportateur vers l'UE,Part du troisième exportateur mondial,Part du quatrième exportateur vers l'UE,Part du quatrième exportateur mondial,Part du cinquième exportateur vers l'UE,Part du cinquième exportateur mondial
480439,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids <= 150 g/m² (à l'excl. des produits écrus, des papiers et cartons pour couverture dits 'kraftliner', des papiers kraft pour sacs de grande contenance ainsi que des articles des n° 4802, 4803 ou 4808)",0.383737868335156,0.1011984008865082,0.1632760425674946,0.19750432701983736,0.17084917440471256,12.314619889264383,17.651020073650233,0.5624455167893838,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480439,"Kraft paper and paperboard: uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803","Fabrication de pâte, de papier et de carton",4804,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. des articles des n° 4802 ou 4803)",43224.575,532294.211,762957.841,68966.2,38789.73,1929910.398,24735.841,381097.965,600318.408,46252.132,20025.274,1515131.996,United Kingdom,USA,USA,Japan,Belarus,Canada,Indonesia,Indonesia,TÃ¼rkiye,United Kingdom,0.5996151263488421,0.1980499315768865,0.1135700466690534,0.1424660978144609,0.0675747303472619,0.134247578302547,0.0560687525556931,0.0722562372164881,0.0370138283603713,0.0661310093289153
480441,"Papiers et cartons kraft, écrus, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids > 150 g/m² mais < 225 g/m² (à l'excl. des papiers et cartons pour couverture dits 'kraftliner', des papiers kraft pour sacs de grande contenance ainsi que des articles des n° 4802, 4803 ou 4808)",0.9052658844647758,0.3375203368074808,0.4220489169506489,0.19750432701983736,0.17084917440471256,1.3222727278945117,2.5970162866237003,0.1300829556927078,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480441,"Kraft paper and paperboard: uncoated, unbleached, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, other than that of heading no. 4802 or 4803","Fabrication de pâte, de papier et de carton",4804,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. des articles des n° 4802 ou 4803)",38013.772,50264.574,98722.385,15303.35,1990.705,473596.739,42071.557,47541.045000000006,133388.689,17175.1,1765.446,591677.395,USA,USA,United Kingdom,Australia,China,China,Chile,Japan,Angola,"Other Asia, nes",0.9505163549673524,0.5157958888361281,0.0419341442885489,0.2570246096713413,0.0040991722684084,0.0463403967680825,0.0030377674701684,0.0319906658388419,0.0001634407656256,0.0285752973924568
480442,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids > 150 g/m² mais < 225 g/m², blanchis dans la masse et dont > 95% en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par le procédé chimique (sauf papiers et cartons pour couverture [kraftliner], papiers kraft pour sacs de grande contenance et articles des n° 4802, 4803 et 4808)",0.4486839588739741,0.5896939109358557,0.4270853842009711,0.19750432701983736,0.17084917440471256,33.814507829911854,42.68110089207482,0.6092453894678315,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480442,"Kraft paper and paperboard: uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets","Fabrication de pâte, de papier et de carton",4804,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. des articles des n° 4802 ou 4803)",680.212,23001.034,29032.197,978.412,596.093,205743.404,430.0350000000001,22124.209,25399.358,660.3530000000001,281.342,155403.33,USA,USA,China,Canada,Algeria,China,United Kingdom,Japan,Pakistan,Malaysia,0.5844677835733566,0.7584652383417719,0.317526006597943,0.0936763957711504,0.0774876068049372,0.0585267118266791,0.0154201925282117,0.0394023497716055,0.0039987533298442,0.0184939873823445
480449,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids > 150 g/m² mais < 225 g/m² (sauf produits écrus, papiers et cartons pour couverture [kraftliner], papiers kraft pour grands sacs, articles des n° 4802, 4803 et 4808 et produits blanchis dans la masse et dont > 95% en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par procédé chimique)",0.5706041714613379,0.2542574142749512,0.3622275243138355,0.19750432701983736,0.17084917440471256,5.24722926201914,6.427613910329025,3.452279228625681,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480449,"Kraft paper and paperboard: uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4804.4, other than that of heading no. 4802 or 4803","Fabrication de pâte, de papier et de carton",4804,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. des articles des n° 4802 ou 4803)",2009.212,10542.796,12914.439,324.408,1119.947,89945.939,1800.2380000000005,9970.325,9347.882,126.231,741.128,97777.378,USA,USA,United Kingdom,India,China,Guatemala,Norway,China,India,Japan,0.7258183805392362,0.4792348937948918,0.2058453761972355,0.0786382601170869,0.0273918332162061,0.0697732354656815,0.021664214627426,0.0657468973977895,0.0138497082438289,0.0557738950664461
480451,"Papiers et cartons kraft, écrus, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids >= 225 g/m² (à l'excl. des papiers et cartons pour couverture dits 'kraftliner', des papiers kraft pour sacs de grande contenance ainsi que des articles des n° 4802, 4803 et 4808)",0.2730025774625864,0.1690220193526126,0.1350973982851996,0.19750432701983736,0.17084917440471256,1.813226697086041,1.140526396314284,1.4164588073287123,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480451,"Kraft paper and paperboard: uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803","Fabrication de pâte, de papier et de carton",4804,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. des articles des n° 4802 ou 4803)",20660.517,37462.201,23563.865,2409.482,3412.932,379806.616,14790.097999999998,22408.122,12229.827,1585.016,1878.182,435587.24,USA,Australia,TÃ¼rkiye,USA,United Kingdom,Canada,Canada,India,Chile,TÃ¼rkiye,0.3738615059826431,0.2829395425787426,0.3382958422579648,0.2505447211255517,0.1020662261258999,0.0978919792942198,0.0636048943015317,0.0904686499850759,0.0499627381057308,0.0551112763937448
480452,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids >= 225 g/m², blanchis uniformément dans la masse et dont > 95% en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par le procédé chimique (sauf papiers et cartons pour couverture [kraftliner], papiers kraft pour sacs de grande contenance et articles des n° 4802, 4803 et 4808)",0.6111427854625034,0.2677417951532882,0.9313895298571072,0.19750432701983736,0.17084917440471256,135.31595853135636,150.08951514969792,0.3192161744090491,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480452,"Kraft paper and paperboard: uncoated, weight 225g/m2 or more, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets","Fabrication de pâte, de papier et de carton",4804,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. des articles des n° 4802 ou 4803)",266.804,36102.839,40044.483,496.488,158.487,201542.107,159.594,27139.426,35241.568,448.182,66.771,197962.46,USA,USA,United Kingdom,Canada,Switzerland,China,TÃ¼rkiye,Japan,Ukraine,Australia,0.762507308736001,0.3657895422046459,0.1632471777034827,0.2687424361387915,0.0538934948501521,0.2271227946202068,0.0118064196938576,0.0995589011137903,0.0045014317626422,0.0109611974692567
480459,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids >= 225 g/m² (sauf produits 'kraftliner', papiers kraft pour sacs de grande contenance, articles des n° 4802, 4803 ou 4808, produits écrus ou des produits blanchis uniformément dans la masse et dont > 95% en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par procédé chimique)",0.2034863709959805,0.2110736360789199,0.4614878875362929,0.19750432701983736,0.17084917440471256,26.30638115703326,37.81825366666023,0.7923958845174879,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480459,"Kraft paper and paperboard: uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.c. in item no. 4804.5, other than that of heading no. 4802 or 4803","Fabrication de pâte, de papier et de carton",4804,"Papiers et cartons kraft, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. des articles des n° 4802 ou 4803)",1913.117,50327.185,72350.744,7595.124,6018.345,203003.36,912.078,43292.592,54286.15,7521.178999999999,3812.308,208748.838,Japan,USA,Bosnia Herzegovina,China,China,Japan,TÃ¼rkiye,"Other Asia, nes",USA,Viet Nam,0.353539799186354,0.4311509389846908,0.1902194167946863,0.120983963347797,0.1422944859096438,0.0504692716805963,0.1211541165542933,0.037005017750854,0.0510041989068102,0.0350867087161972
480511,"Papier mi-chimique pour cannelure, non couché ni enduit, en rouleaux d'une largeur > 36 cm",0.1586588990922614,0.2243755484654866,0.5495072970442922,0.19750432701983736,0.17084917440471256,48.43630814426672,40.94880677258176,1.0577557404242015,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480511,"Paper and paperboard: uncoated, semi-chemical fluting paper, rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",8484.091,410938.046,347413.403,28963.147000000004,30635.935,1408861.835,14692.202,619263.135,511177.906,40107.237,44398.721000000005,2053928.278,Serbia,USA,Argentina,Rep. of Korea,Canada,Canada,Israel,South Africa,TÃ¼rkiye,Russian Federation,0.2931999432820794,0.4028384367717074,0.1864684148248763,0.2005127893530665,0.0963786220586271,0.1242505204213603,0.0948662620426867,0.0454675584534018,0.0874095999206043,0.0415922383136247
480512,"Papier paille pour cannelure, en rouleaux d'une largeur > 36 cm, poids >= 130 g/m²",0.4531105968088767,0.2412661115164938,0.3991206321963862,0.19750432701983736,0.17084917440471256,2.024985104820496,9.714159426916629,18.855448374419435,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480512,"Paper and paperboard: uncoated, straw fluting paper, rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",360.855,730.726,3505.403,13.995,263.882,9533.84,747.387,1007.414,4959.8460000000005,4.835,596.2570000000001,15955.420999999998,Serbia,China,TÃ¼rkiye,Saudi Arabia,China,Serbia,Australia,Brazil,United Kingdom,Malaysia,0.6113009380499093,0.3986714262065258,0.2722090590403347,0.2620231643439968,0.0576297959014008,0.0766134657024514,0.0431059566862035,0.0566174712059604,0.0118634908758365,0.0331983001715269
480519,"Papier pour cannelure, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié (à l'excl. du papier mi-chimique pour cannelure et du papier paille pour cannelure)",0.3209698901779821,0.0684365478562308,0.2800909732118297,0.19750432701983736,0.17084917440471256,2.582853297768552,13.75083588270029,1.308707906217614,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480519,"Paper and paperboard: uncoated, fluting paper other than semi-chemical or straw, rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",140476.05,362829.029,1931663.109,225456.367,295056.53,4244696.923,297939.373,790539.0,4125274.232,452738.334,602569.0700000001,9563007.264,Switzerland,USA,United Kingdom,Indonesia,TÃ¼rkiye,Viet Nam,Serbia,Russian Federation,Norway,"Other Asia, nes",0.5068391444662631,0.1359979798224113,0.2057956356261441,0.1122071946921205,0.1266830680390002,0.1041527082500722,0.0563974784313767,0.0933908025458977,0.0429781517917111,0.0730939274154226
480524,"Testliner [fibres récupérées], non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié,  d'un poids <= 150 g/m²",0.3496719394630245,0.0841975921414213,0.2816455867365784,0.19750432701983736,0.17084917440471256,6.148327924403827,16.526695878637494,1.2360925697508618,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480524,"Paper & paperboard: uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",131236.38100000002,806884.306,2168903.757,238523.792,294837.487,4296879.722,268940.17,1704127.117,4235638.009,451230.087,615523.596,8726903.385,Switzerland,USA,United Kingdom,Malaysia,TÃ¼rkiye,Viet Nam,Serbia,Lao People's Dem. Rep.,Norway,Canada,0.5053374947911737,0.1689360230833158,0.2801289910607942,0.1214390567884132,0.1080661238288794,0.1209826615066078,0.058553740521083,0.0910786380190142,0.019274327596705,0.0699647192307343
480525,"Testliner [fibres récupérées], non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids > 150 g/m²",0.3417969383591166,0.1569330487479631,0.2762320810766725,0.19750432701983736,0.17084917440471256,3.678019823932944,11.09312836994542,1.5635689589566597,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480525,"Paper & paperboard: uncoated, testliner (recycled linerboard), weight over 150g/m2, in rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",47897.66,176168.543,531334.891,55425.07,86660.919,3075752.382,86374.215,316966.408,1029634.494,103820.502,160653.101,5868121.698,Norway,Malaysia,Switzerland,USA,United Kingdom,Canada,Canada,Lao People's Dem. Rep.,Serbia,Japan,0.4268794550715004,0.2758644485208065,0.3880822152898493,0.1672937084315343,0.0735876867471187,0.157123567315103,0.0474964330199011,0.1324801513223347,0.0291734084713115,0.0647730637142459
480530,"Papier sulfite d'emballage, non couché ni enduit, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié",0.1945362713070378,0.1545768048539397,0.3859767072939472,0.19750432701983736,0.17084917440471256,29.86886333539098,43.40582511594042,0.3663327453903505,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480530,"Paper and paperboard: sulphite wrapping paper, uncoated, in rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",1516.296,45290.038,65816.079,9141.476,3348.822,134970.274,696.264,28228.296,45347.379,6775.702,1354.692,87862.396,China,China,TÃ¼rkiye,USA,United Kingdom,Egypt,India,Viet Nam,USA,TÃ¼rkiye,0.3502119638909553,0.3202492759329399,0.1888345019705914,0.1841759589496499,0.138869983169513,0.0803991944907167,0.0954965257443137,0.0550680671435408,0.0567112226108886,0.0527444149818491
480540,"Papier et carton filtre, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié",0.2981445987684633,0.1804726312189616,0.1975717628801716,0.19750432701983736,0.17084917440471256,1.2369611753064662,1.5259695838946952,1.4225574751600611,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480540,"Paper and paperboard: filter paper and paperboard, uncoated, in rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",53800.708,66549.387,82098.24399999999,8740.863000000001,12434.38,393319.54,14982.571000000002,17075.139,32324.417,1423.336,8267.633,111577.805,United Kingdom,China,Switzerland,United Kingdom,USA,USA,China,Rep. of Korea,Japan,Switzerland,0.42135142533812,0.2841020380480212,0.3005368256492089,0.2316291446436542,0.1619904704599798,0.1718037684497733,0.0539115396027873,0.089259049350042,0.0284966510106149,0.0668543400296925
480550,"Papier et carton feutre, papier et carton laineux, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié",0.1990132885057993,0.3062578955130156,0.3220825678860814,0.19750432701983736,0.17084917440471256,12.064237815292234,22.840959674954604,0.4780657611342973,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480550,"Paper and paperboard: felt paper and paperboard, uncoated, in rolls or sheets","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",556.23,6710.491,12704.827,589.193,281.673,51740.29,574.456,4144.769,12395.367,565.216,365.811,56183.994,China,Indonesia,Ukraine,Saudi Arabia,Saudi Arabia,USA,Switzerland,China,Norway,Egypt,0.281034823723999,0.50262199763081,0.2393865846861909,0.1505539741844169,0.2274508746381892,0.1308904150017515,0.0728547543282455,0.1016727872185009,0.0529259478992503,0.0530199376506807
480591,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids <= 150 g/m², n.d.a.",0.3401157718281834,0.1974192143488557,0.2890268019855128,0.19750432701983736,0.17084917440471256,6.942964909896622,9.780647729918384,2.796575397489895,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480591,"Paper and paperboard: uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",44652.932,310023.74,436734.598,43343.366,121212.991,1626931.708,41023.001,220064.318,485769.701,38643.744,63020.313,1484009.946,China,China,United Kingdom,Canada,Japan,Japan,Belarus,USA,USA,Russian Federation,0.4206872238535198,0.3788901202498321,0.3942549170119444,0.1547758539888567,0.0751472042194228,0.1203774081463064,0.0347581206985467,0.0887515058538978,0.0229416737964709,0.0583689597425561
480592,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids > 150 g/m² mais < 225 g/m², n.d.a.",0.3584309126964011,0.1160321944507892,0.3862055437542281,0.19750432701983736,0.17084917440471256,2.755065987559619,3.642990118196239,0.4059655889331542,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480592,"Paper and paperboard: uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",71187.20599999999,196125.45,259334.288,36334.183,14750.428,910555.995,94274.591,261696.728,349770.838,53655.419,12634.111,1224172.119,United Kingdom,China,Norway,Thailand,Switzerland,United Kingdom,Serbia,USA,China,Paraguay,0.471363632392034,0.2005081026188268,0.3462031365579933,0.1979813734218429,0.1234523377697953,0.0933542197865187,0.0301622176321964,0.0925694385572588,0.0144072939173929,0.0886841637987807
480593,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, d'un poids >= 225 g/m², n.d.a.",0.2072415544672462,0.1581359859269608,0.2403622761289907,0.19750432701983736,0.17084917440471256,5.740077302905785,14.549196594062902,1.8270404738383303,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480593,"Paper and paperboard: uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805","Fabrication de pâte, de papier et de carton",4805,"Papiers et cartons, non couchés ni enduits, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre, n.d.a.",40787.6,234123.977,593426.811,58719.437,107282.788,1380828.078,52217.891,270746.838,920094.125,86024.055,156677.761,1992675.317,United Kingdom,China,Norway,Canada,China,USA,TÃ¼rkiye,Indonesia,Ukraine,Malaysia,0.3919935960929302,0.3334088825514598,0.1435554923555198,0.1265471243180792,0.122578504251292,0.1168837003955105,0.0967136335552962,0.0809612771201941,0.0586849924977198,0.0684185085565323
480610,"Papiers et cartons sulfurisés [parchemin végétal], en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié",0.4474040969940689,0.2937224163004605,0.2426069217584495,0.19750432701983736,0.17084917440471256,8.078771204681845,5.901298051802774,18.00798629367356,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480610,"Paper: vegetable parchment, in rolls or sheets","Fabrication de pâte, de papier et de carton",4806,"Papiers et cartons sulfurisés, papiers ingraissables, papiers-calques et papier dit 'cristal' et autres papiers calandrés transparents ou translucides, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié",11433.442,92368.162,67472.149,6546.466,117888.67,208461.729,3774.306,22671.926,21080.078,2334.957,29631.249,60672.981,China,China,Norway,Russian Federation,Russian Federation,USA,United Kingdom,Norway,India,India,0.6310747017389864,0.4987694106329848,0.2008859624249635,0.1780682332218283,0.0845220538137159,0.0761682845202087,0.0280270805589427,0.0486048144461767,0.0250448640050826,0.0402892610001625
480620,"Papiers ingraissables [greaseproof], en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié",0.510666896159027,0.1701453993974514,0.0984303685264488,0.19750432701983736,0.17084917440471256,3.261081394705595,4.760298810455261,3.294435879549164,0.12398419544370005,0.08958425793655414,1701,"Manufacture of pulp, paper and paperboard",480620,"Paper: greaseproof papers, in rolls or sheets","Fabrication de pâte, de papier et de carton",4806,"Papiers et cartons sulfurisés, papiers ingraissables, papiers-calques et papier dit 'cristal' et autres papiers calandrés transparents ou translucides, en rouleaux d'une largeur > 36 cm ou en feuilles de forme carrée ou rectangulaire dont au moins un côté > 36 cm et l'autre > 15 cm à l'état non plié",75543.943,246354.947,359611.742,36002.905,118609.262,933017.941,28536.666,96018.184,157467.50400000002,13322.44,48409.09,386536.108,Norway,Norway,United Kingdom,China,China,Mexico,Indonesia,Indonesia,TÃ¼rkiye,USA,0.7009062129574041,0.3214605519993545,0.0899055666183588,0.1653643356179538,0.0893093705738923,0.1342371256233564,0.0417388194841775,0.1086949362909028,0.0352286615486829,0.0754844992918724
