Code HS6,Label HS6,HHi Européen,HHi Mondial,HHi Français,Part UE Contrôle financier,Part UE Contrôle opérationel,Taux de couverture Exportations/Importations,Taux de couverture de transit (Transit/Importations),Taux de couverture Exportations/Importations françaises,HHI Contrôle financier,HHI Contrôle opérationel,Code ISIC,Label ISIC,Code HS6 2017,Label HS6 2017,Nom Trendeo,Code HS4,Label HS4,Importations,Exportations,Valeur des flux transitant dans l'UE,Importations françaises,Exportations françaises,Valeur des échanges mondiaux,Quantités importées,Quantités exportées,Quantités transitant dans l'UE,Quantités importées en France,Quantité exportées en France,Quantités totales échangées,Premier exporateur vers l'UE,Premier exportateur mondial,Deuxième exporateur vers l'UE,Deuxième exportateur mondial,Troisième exporateur vers l'UE,Troisième exportateur mondial,Quatrième exporateur vers l'UE,Quatrième exportateur mondial,Cinquième exporateur vers l'UE,Cinquième exportateur mondial,Part du premier exportateur vers l'UE,Part du premier exportateur mondial,Part du deuxième exportateur vers l'UE,Part du deuxième exportateur mondial,Part du troisième exportateur vers l'UE,Part du troisième exportateur mondial,Part du quatrième exportateur vers l'UE,Part du quatrième exportateur mondial,Part du cinquième exportateur vers l'UE,Part du cinquième exportateur mondial
010121,Chevaux reproducteurs de race pure,0.6756227725160968,0.3538604879181983,0.279803877175809,,,2.006622004606881,0.651071218091893,2.1027959624784467,,,,,010121,,,0101,"Chevaux, ânes, mulets et bardots, vivants",303242.918,608493.912,197432.736,76897.67,161700.11,1509891.157,2695.245,4883.807,5333.082,815.525,1664.856,20002.245,United Kingdom,United Kingdom,USA,USA,Iceland,Australia,Switzerland,Japan,Norway,Argentina,0.810108307294418,0.5261131651737858,0.1378821483309958,0.2503233724812681,0.0128081045572843,0.1145207392834629,0.0082576701758291,0.0234751678369058,0.0062834344576515,0.0183033062537531
010129,Chevaux vivants (à l'excl. des animaux reproducteurs de race pure),0.2134548011291192,0.3860890925036364,0.1349681320404273,,,12.407784704100443,2.70412953704592,4.626853897024402,,,,,010129,,,0101,"Chevaux, ânes, mulets et bardots, vivants",61871.53600000001,767688.698,167308.648,21233.38,98243.747,2430193.659,2364.933,9371.552,16951.518,2086.22,4974.052,56639.801,United Kingdom,China,Switzerland,USA,USA,United Kingdom,Bahrain,Australia,Norway,New Zealand,0.3780344325054415,0.6028674844652322,0.1648439599107415,0.07980900097364,0.1529443361483704,0.0716433193879872,0.1188149264631154,0.0650759048521008,0.0497484012680726,0.0646697601908813
010130,"Ânes, vivants",0.4287177415665879,0.1675362363668303,0.3880849324516403,,,5.437695499521226,25.577433769549955,58.004808090856336,,,,,010130,,,0101,"Chevaux, ânes, mulets et bardots, vivants",31.33,170.363,801.341,12.063,699.712,1738.975,5.795999999999999,22.068,1030.069,2.458,1005.72,3521.6510000000003,USA,USA,Norway,Kyrgyzstan,Switzerland,Mali,United Kingdom,Japan,China,Australia,0.6081710820300031,0.2732619895708296,0.1782317267794446,0.205272973955747,0.1589211618257261,0.1502806700631198,0.0401532077880625,0.1351517260524638,0.0145228215767634,0.0768489881671534
010190,"Mulets et bardots, vivants",0.2763782778406571,0.5518415760510097,0.7601643743449534,,,2.909789594984292,11.81252849615338,3.482674845744155,,,,,010190,,,0101,"Chevaux, ânes, mulets et bardots, vivants",519.807,1512.529,6140.235000000001,668.046,2326.587,17211.866,42.418,124.706,1569.772,12.342,39.841,1826.021,USA,USA,United Arab Emirates,United Kingdom,United Kingdom,Thailand,Canada,United Arab Emirates,Norway,Mexico,0.3707568385958634,0.7178404414975382,0.2814467677426429,0.184969885246543,0.2347717518232728,0.0430584379160301,0.058783356130256,0.0153045756808537,0.0252497561594976,0.0099312676023333
010221,Bovins domestiques reproducteurs de race pure,0.6110401240719643,0.1270828450773067,0.2302747396575507,0.2748980821256695,0.0,1275.8541595110553,936.951799803662,23.559549956964,0.17969588762484096,0.24386178342772383,0141,Raising of cattle and buffaloes,010221,"Cattle: live, pure-bred breeding animals",Élevage de bovins et de buffles,0102,Animaux vivants de l'espèce bovine,410.51700000000005,523759.822,384634.642,4261.548,100400.153,1153208.184,42.50999999999999,107045.982,112559.451,911.983,23508.223,283029.754,Switzerland,USA,United Kingdom,Australia,China,Thailand,Canada,Uruguay,India,Namibia,0.744860748763145,0.2352163432670358,0.2367112689608469,0.157577238726653,0.0132686344292684,0.1256240949240916,0.0032861002102227,0.0936915994740817,0.0018732476365168,0.091318595215987
010229,Bovins domestiques vivants (à l'excl. des animaux reproducteurs de race pure),0.2967923901371758,0.1652539698085451,0.3562105566220858,0.2748980821256695,0.0,705.8747122000028,2435.9868041553486,24.471075057927905,0.17969588762484096,0.24386178342772383,0141,Raising of cattle and buffaloes,010229,"Cattle: live, other than pure-bred breeding animals",Élevage de bovins et de buffles,0102,Animaux vivants de l'espèce bovine,1251.303,883263.145,3048157.596,60700.45,1485405.268,9764223.004,395.036,222245.73,789036.215,12917.933,360568.174,2794161.713,United Kingdom,Canada,Rwanda,Mexico,Switzerland,Brazil,Israel,Australia,Nigeria,USA,0.5078665998563099,0.2710294684645989,0.1143432086393144,0.2155679149241887,0.1047484102571479,0.1364350986228521,0.0642897843288156,0.128345390130706,0.0614807125052844,0.0781616067960985
010231,Buffles reproducteurs de race pure,0.4635131696104946,0.9474693055165856,1.0,0.2748980821256695,0.0,0.9021272481144846,0.4503642106620253,0.185754509814488,0.17969588762484096,0.24386178342772383,0141,Raising of cattle and buffaloes,010231,"Buffalo: live, pure-bred breeding animals",Élevage de bovins et de buffles,0102,Animaux vivants de l'espèce bovine,155.13,139.947,69.865,74.227,13.788,34360.837,30.316000000000003,10.3,15.243,10.57,2.785,17052.56,USA,Thailand,Switzerland,Russian Federation,Norway,Malaysia,,USA,,South Africa,0.4827692902726745,0.973268181555312,0.4784825630116677,0.0131542757501422,0.0387481467156578,0.0044825008912616,,0.0039025475809291,,0.0022461112074967
010239,Buffles vivants (à l'excl. des animaux reproducteurs de race pure),0.9967323065498632,0.8641101970072439,0.6712511508760168,0.2748980821256695,0.0,2.469032292962623,53.40061935414075,4.439041212015466,0.17969588762484096,0.24386178342772383,0141,Raising of cattle and buffaloes,010239,"Buffalo: live, other than pure-bred breeding animals",Élevage de bovins et de buffles,0102,Animaux vivants de l'espèce bovine,73.948,182.58,3948.869,607.517,2696.793,77837.31800000001,10.58,61.456,721.47,42.71,413.999,15342.250000000002,Switzerland,Canada,China,Australia,Rep. of Korea,Thailand,,Malaysia,,New Zealand,0.9983637150430033,0.9287158937099024,0.0014740087629144,0.0352756576277528,0.0001622761940823,0.0144239666993139,,0.010734151984559,,0.0038135362056446
010290,Animaux vivants de l'espèce bovine (à l'excl. des bovins domestiques et des buffles),0.3336167829566261,0.1734240423745585,0.7665212426546887,0.2748980821256695,0.0,388.2151081459163,11176.08006026041,9.117808637072208,0.17969588762484096,0.24386178342772383,0141,Raising of cattle and buffaloes,010290,"Bovine animals: live, other than cattle and buffalo",Élevage de bovins et de buffles,0102,Animaux vivants de l'espèce bovine,9.293,3607.683,103859.312,4740.009,43218.495,292992.727,1.707,803.202,17796.697,936.107,2119.625,79962.48,Switzerland,Brazil,China,China,Brazil,Sudan,Norway,Mexico,,Australia,0.4135370709135909,0.2700854510036376,0.302808565587001,0.2349460666728429,0.2656838480576778,0.1522626952901606,0.0179705154417303,0.1196990668658297,,0.0573729740088021
010310,Porcins reproducteurs de race pure,0.3421372190256743,0.266391708121808,0.2795518035326311,0.006915941758588211,0.0,4.780465598885085,24.63083387081187,6.078340286892457,0.7934919553877968,0.5701832579144004,0145,Raising of swine/pigs,010310,"Swine: live, pure-bred breeding animals",Élevage de porcins,0103,Animaux vivants de l'espèce porcine,6094.817,29136.063,150120.425,2966.826,18033.378,236776.133,520.592,2462.908,33089.162000000004,769.626,2028.785,49431.081,Norway,USA,Canada,Thailand,United Kingdom,Canada,USA,Norway,Switzerland,United Kingdom,0.3879338789007118,0.42036013956623,0.3875315698568144,0.2144971339791822,0.2028167539730889,0.1937148082190006,0.0176904409106951,0.0654017596944487,0.0040273563586896,0.0273268376395577
010391,"Porcins, vivants, d'un poids < 50 kg (à l'excl. des animaux reproducteurs de race pure)",0.3054968807734829,0.9679496688520876,0.3517101683912624,0.006915941758588211,0.0,211.9630239371916,8706.788597476852,0.6210669930901531,0.7934919553877968,0.5701832579144004,0145,Raising of swine/pigs,010391,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg",Élevage de porcins,0103,Animaux vivants de l'espèce porcine,281.236,59611.633,2448662.398,9054.904,5623.702,2715228.415,52.484,11077.343,699425.476,2600.902,2053.687,758059.34,USA,Canada,Serbia,USA,Norway,Thailand,United Kingdom,South Africa,Switzerland,"Other Asia, nes",0.379538892602654,0.9837915199708936,0.3030301952808317,0.0091195023923726,0.2599773855409692,0.004307263188974,0.0435968368203217,0.001284316837666,0.0111045527599596,0.00048981325276
010392,"Porcins, vivants, d'un poids >= 50 kg (à l'excl. des animaux reproducteurs de race pure)",0.4975848346050507,0.4225764727293891,0.4805110393961809,0.006915941758588211,0.0,74.17985829206269,823.160856482099,35.881143948672644,0.7934919553877968,0.5701832579144004,0145,Raising of swine/pigs,010392,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more",Élevage de porcins,0103,Animaux vivants de l'espèce porcine,1424.338,105657.191,1172459.288,1705.601,61198.915,2141639.313,331.209,47988.298,607616.368,615.6110000000001,33726.797,1069016.392,Norway,China,United Kingdom,Canada,Canada,Malaysia,USA,Thailand,,Brazil,0.6212675643000468,0.5013657785915595,0.3317197182129522,0.4102492928403559,0.0388096083935133,0.0499759616084454,0.0082031090934876,0.0176987039580704,,0.006861019496793
010410,"Ovins, vivants",0.9899668870636198,0.230069807592267,0.5638985454706039,0.006611221956631963,0.0,21.0146064066952,10.654070400272802,1.4546049275322477,0.5238075053948067,0.5238075053948067,0144,Raising of sheep and goats,010410,Sheep: live,Élevage de moutons et de chèvres,0104,Animaux vivants des espèces ovine ou caprine,22228.465,467122.443,236823.631,25463.05,37038.678,2379195.693,2632.6510000000003,105768.395,54955.266,4886.302,9245.352,557080.2170000001,United Kingdom,Sudan,Switzerland,Somalia,Albania,Iran,Canada,Jordan,Andorra,Djibouti,0.9949650594406766,0.4273446577038141,0.0025655842632408,0.1723637986393716,0.002181572141846,0.0818957076270793,0.0002755475917927,0.0740307949295525,1.2236562443695506e-05,0.0489222102010816
010420,"Caprins, vivants",0.5432281993963577,0.0977191233751123,0.3560261197809679,0.006611221956631963,0.0,1373.3376553214478,3411.2587790383577,27.919258357718103,0.5238075053948067,0.5238075053948067,0144,Raising of sheep and goats,010420,Goats: live,Élevage de moutons et de chèvres,0104,Animaux vivants des espèces ovine ou caprine,1.851,2542.048,6314.24,38.617,1078.158,95100.836,0.742,369.184,826.5409999999999,9.475,134.872,27503.502,United Kingdom,Iran,Switzerland,Sudan,Angola,India,USA,Namibia,,Thailand,0.6980010804970287,0.1786821933370211,0.2301458670988654,0.1333707146334629,0.0513236088600756,0.1303619795189836,0.0205294435440302,0.0853413481858586,,0.0849449521145383
010511,"Coqs et poules [des espèces domestiques], vivants, d'un poids <= 185 g",0.9519289670791936,0.2114284707383425,0.3091928558401405,0.1378685498736148,0.0,2.63756757915678,5.367628403044681,4.211148956484558,0.15553459481382367,0.2023077849639917,0146,Raising of poultry,010511,"Poultry: live, fowls of the species Gallus domesticus, weighing not more than 185g",Élevage de volailles,0105,"Coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants",129873.809,342550.94800000003,697114.346,41165.754,173355.122,1978367.776,684.485,8111.149,34309.008,2437.688,2213.013,62215.403,United Kingdom,USA,Canada,United Kingdom,TÃ¼rkiye,Brazil,USA,New Zealand,Dominican Rep.,TÃ¼rkiye,0.975537662100909,0.3542145785015619,0.0119378188099495,0.2546731808897039,0.01046090055001,0.1217700924327586,0.0018084400681587,0.0511461670983416,0.0001291253419694,0.0416415400508123
010512,"Dindes et dindons [des espèces domestiques], vivants, d'un poids <= 185 g",0.9917811073597544,0.3132867808448183,0.8018221768526147,0.1378685498736148,0.0,0.5639685794322349,3.495433621162676,2.9998091078813647,0.15553459481382367,0.2023077849639917,0146,Raising of poultry,010512,"Poultry: live, turkeys, weighing not more than 185g",Élevage de volailles,0105,"Coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants",27701.6,15622.832,96829.104,15081.817,45242.572,184652.887,109.572,411.13,2750.858,165.345,915.067,4438.955,United Kingdom,United Kingdom,USA,Canada,TÃ¼rkiye,USA,,Peru,,Barbados,0.9958748231149104,0.399448090372106,0.0037853048199381,0.3084911720899632,0.0003398720651514,0.2376723403546304,,0.0450801541381359,,0.0055884582462078
010513,"Canards domestiques, vivants, d’un poids <= 185 g",0.5583992564613653,0.3704949939395949,0.4529772410100865,0.1378685498736148,0.0,3.026333089846604,25.47894955766577,39.7534442277352,0.15553459481382367,0.2023077849639917,0146,Raising of poultry,010513,"Poultry: live, ducks, weighing not more than 185g",Élevage de volailles,0105,"Coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants",985.68,2982.996,25114.091,321.988,12800.132,34952.428,17.093,43.208,1147.809,55.443,273.444,1334.042,United Kingdom,United Kingdom,USA,Canada,,USA,,Thailand,,South Africa,0.6708789870952033,0.4761210273858003,0.3291210129047967,0.3544484512148994,,0.1330469191831595,,0.0193630046995474,,0.0082453958161964
010514,"Oies domestiques, vivantes, d’un poids <= 185 g",,0.3672169832504001,1.0,0.1378685498736148,0.0,,,877.976872246696,0.15553459481382367,0.2023077849639917,0146,Raising of poultry,010514,"Poultry: live, geese, weighing not more than 185g",Élevage de volailles,0105,"Coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants",0.0,506.643,6062.702,0.908,797.203,6863.331,0.0,8.908999999999999,108.907,0.012,7.624,161.118,,Russian Federation,,USA,,South Africa,,TÃ¼rkiye,,Canada,,0.5218990019932922,,0.2833264169042063,,0.1026851618784567,,0.0526385610199125,,0.035076500241508
010515,"Pintades domestiques, vivantes, d’un poids <= 185 g",1.0,0.4514421922814688,,0.1378685498736148,0.0,66.45299999999999,231.58633333333333,,0.15553459481382367,0.2023077849639917,0146,Raising of poultry,010515,"Poultry: live, guinea fowls, weighing not more than 185g",Élevage de volailles,0105,"Coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants",6.0,398.718,1389.518,0.0,0.0,3941.928,0.047,8.253,78.115,0.0,0.0,141.58100000000002,USA,Saudi Arabia,,USA,,TÃ¼rkiye,,Kuwait,,China,1.0,0.583151165533419,,0.3194017528968859,,0.096743174047171,,0.0003264162192179,,0.0002693049888284
010594,"Coqs et poules [des espèces domestiques], vivants, d'un poids > 185 g",0.6904308515714759,0.4487597912533001,0.4564864324514523,0.1378685498736148,0.0,2.8419317121849788,223.3084820186509,31.58344970622739,0.15553459481382367,0.2023077849639917,0146,Raising of poultry,010594,"Poultry: live, fowls of the species Gallus domesticus, weighing more than 185g",Élevage de volailles,0105,"Coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants",5218.852,14831.621,1165413.918,4835.031999999999,152706.99000000002,1407810.288,2236.377,8018.981,921663.991,1745.291,131275.019,1104251.074,United Kingdom,Malaysia,Switzerland,TÃ¼rkiye,,Thailand,,United Kingdom,,USA,0.8085699690276712,0.6515562654214077,0.1914300309723287,0.1163210124429245,,0.0871726138919697,,0.0366468753910562,,0.0350134589606406
010599,"Canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants, d'un poids > 185 g",0.9779717249152122,0.4768068956014652,0.4437121972679925,0.1378685498736148,0.0,25.985480668468377,2651.727166179472,113.26464286490364,0.15553459481382367,0.2023077849639917,0146,Raising of poultry,010599,"Poultry: live, ducks, geese, turkeys and guinea fowls, weighing more than 185g",Élevage de volailles,0105,"Coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], vivants",72.52399999999999,1884.571,192313.861,230.095,26061.628,253052.091,1.2009999999999998,722.68,106533.377,210.234,13068.593,140350.089,United Kingdom,Malaysia,USA,Canada,China,South Africa,TÃ¼rkiye,United Kingdom,Rep. of Korea,Zambia,0.9888726490541064,0.6636328082846983,0.0100794219844465,0.1779847196926192,0.001006563344548,0.0466821952395517,2.7577077932822244e-05,0.0448400837745704,1.3788538966411122e-05,0.0149505402884126
010611,"Primates, vivants",0.5019427778929428,0.3139624701635264,0.3708994245147177,0.0,0.0,0.0721907376795603,0.5760045759150481,0.6657277265987576,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010611,"Mammals: live, primates",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",46320.79,3343.932,26680.987,17968.843,11962.357,322709.544,12.442,6.941,10.496,7.612999999999999,3.343,159.252,Viet Nam,Mauritius,Mauritius,Cambodia,Norway,Viet Nam,United Kingdom,USA,USA,Philippines,0.5345437977202029,0.3764372487963794,0.4649791810545545,0.2999789073307147,0.0001876047450831,0.2862862714431959,0.0001586760502141,0.0121462820262594,7.443741784196686e-05,0.010888880821806
010612,"Baleines, dauphins et marsouins (mammifères de l'ordre des cétacés); lamantins et dugongs (mammifères de l'ordre des siréniens); otaries et phoques, lions de mer et morses (mammifères du sous-ordre des pinnipèdes), vivants",0.4971535729455569,0.8056469013559904,,0.0,0.0,15.230115468026494,0.3731610104917648,,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010612,"Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",68.244,1039.364,25.466,0.0,0.0,3643.898,4.602,2.583,0.293,0.0,0.0,18.558,Ukraine,Japan,Russian Federation,Ukraine,Switzerland,Rep. of Korea,Canada,Angola,United Kingdom,Russian Federation,0.5015385967997186,0.8961989369803355,0.4955893558408065,0.0390633360578317,0.0017877029482445,0.0193554415781204,0.0006300920227419,0.0185772534884694,0.0004542523884883,0.0131136519083637
010613,"Chameaux et autres camélidés (Camélidés), vivants",0.8063684954771465,0.2679042202900878,0.6968447200393872,,,1.3669103619173666,0.0447292835570824,0.788212518821252,,,,,010613,,,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",568.196,776.673,25.415,23.245,18.322,274050.04600000003,12.163,49.408,0.997,0.936,0.334,85157.31300000001,New Zealand,Sudan,Canada,Somalia,Switzerland,Saudi Arabia,Norway,United Arab Emirates,Colombia,Djibouti,0.8950608592809524,0.3926532106051457,0.0575910425275785,0.2947226233251485,0.0437067490795429,0.1122387820369365,0.0024973776654534,0.1115843654355872,0.0011439714464726,0.0292691958561681
010614,"Lapins et lièvres, vivants",0.5729337661771066,0.4682385779293384,0.2238726585683446,0.0,0.0,2.201901003582788,22.34190697968413,16.068434844133215,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010614,"Mammals: live, rabbits and hares",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",1392.212,3065.513,31104.671,357.581,5745.767,43527.102,21.805,85.887,8976.194,44.49,134.88,9645.883,United Kingdom,Canada,Argentina,USA,USA,United Kingdom,Norway,China,Uruguay,Argentina,0.7265078881664574,0.6614105200024196,0.2009564635271065,0.1200275560820347,0.0688013032497924,0.1108330755917707,0.0014272251639836,0.0556379782317211,0.0007484492304332,0.029900229968885
010619,"Mammifères vivants (à l’excl. des primates, des baleines, dauphins et marsouins, des lamantins et dugongs, des otaries et phoques, lions de mer et morses, des chameaux et autres camélidés, des lapins et lièvres et des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine)",0.4505799395090912,0.2399668181667464,0.1788917413988081,0.0,0.0,2.059837917471424,2.6807238428614744,2.903480886587225,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010619,"Mammals: live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea): manatees, dugongs (mammals of the order Sirenia): seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",30161.795,62128.409,80855.443,15713.468,45623.754,330159.087,564.291,1192.625,1233.145,100.289,798.227,12223.861,USA,USA,China,China,Belarus,Canada,United Kingdom,Japan,Canada,United Kingdom,0.6529092184334521,0.4379201233539255,0.1242715826428765,0.1632973400567655,0.065703384032681,0.097226104724805,0.0622054821339379,0.0919324663863785,0.0126149322346365,0.0360462429765347
010620,"Reptiles [p.ex. serpents, tortues, alligators, caïmans, iguanes, gavials et lézards], vivants",0.1145967805091958,0.0728469909958883,0.1460217789598737,0.0,0.0,3.3314610986575324,2.032147852736144,0.2348006777722769,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010620,Reptiles: live (including snakes and turtles),Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",2818.913,9391.099,5728.448,573.644,134.692,58250.193,16.846,22.241,206.167,6.043,0.656,1297.664,China,China,USA,USA,Indonesia,Indonesia,Uzbekistan,El Salvador,Rep. of Korea,Thailand,0.2451554907866969,0.177846907277948,0.1595753398561786,0.1175333195797716,0.1282199911809978,0.1022109893740056,0.0591664233695754,0.0716880057859555,0.0551705568777752,0.0491848417943937
010631,"Oiseaux de proie, vivants",0.2536999318821929,0.5454738973265372,0.4425579653080653,0.0,0.0,121.981993659999,0.3630142035680935,7.849743279975838,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010631,"Birds: live, birds of prey",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",162.776,19855.741,59.09,6.622,51.981,31106.753,0.343,25.94,0.357,0.051,0.331,72.085,United Arab Emirates,United Kingdom,United Kingdom,United Arab Emirates,Tajikistan,USA,Saudi Arabia,Qatar,Switzerland,Canada,0.3686169951344178,0.7310858671102247,0.3191748169263282,0.0714851300786406,0.0820759817172064,0.063521975939432,0.0645426844252223,0.0249442410338456,0.0387956455497124,0.0230199960292789
010632,"Psittaciformes [y.c. les perroquets, perruches, aras et cacatoès], vivants",0.2180885858836486,0.497004370259555,0.4877725690238035,0.0,0.0,10.087480236648412,5.475450562918351,0.0505927601315545,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010632,"Birds: live, Psittaciformes",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",722.929,7292.532,3958.362,915.21,46.303,24089.858,1.015,29.081,23.643,5.589,0.14,102.068,USA,South Africa,Philippines,United Kingdom,Australia,"Other Asia, nes",South Africa,Kuwait,Argentina,USA,0.3442011594499597,0.7013507476148387,0.2078904014087137,0.0358053811818461,0.1815143672476827,0.0301985424992234,0.142809321523967,0.0201723441237159,0.0385736358618896,0.0199364216614362
010633,"Autruches, émeus (Dromaius novaehollandiae), vivants",0.9844030434202248,0.2269347304183788,,0.0,0.0,41.106550218340615,34.78078602620088,,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010633,"Birds: live, ostriches: emus (Dromaius novaehollandiae)",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",1.1449999999999998,47.067,39.824,0.0,0.0,422.864,0.339,0.75,2.448,0.0,0.0,28.427,United Arab Emirates,Iran,Norway,South Africa,,Canada,,USA,,Egypt,0.9921397379912664,0.3542933509537969,0.0078602620087336,0.2341825087134978,,0.1896313096588118,,0.064356361969563,,0.063016968625455
010639,"Oiseaux, vivants (à l’excl. des oiseaux de proie, psittaciformes, perroquets, perruches, aras, cacatoès, autruches et émeus)",0.332107292016587,0.061304551570999,0.2731206473460499,0.0,0.0,31.13684704104825,40.86743818014861,1.0973623896018574,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010639,"Birds: live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",460.653,14343.282,18825.708,2009.205,2204.826,54226.972,6.3,264.005,1577.768,42.919,78.59599999999999,8314.418,United Kingdom,Guatemala,Argentina,"China, Hong Kong SAR",Philippines,USA,USA,Kuwait,Thailand,Malaysia,0.5013122675853625,0.0992521980501265,0.2596053862668863,0.0948826435505548,0.0811608738030578,0.09443563965436,0.0722973691694182,0.0873167238912066,0.0262800850097578,0.0862616845241866
010641,"Abeilles, vivantes",0.364213063996762,0.2436288645730342,0.3251028363444711,0.0,0.0,15.07018433639871,12.402168248061413,0.0119052756172089,0.7021190033573633,0.7500416818463379,0149,Raising of other animals,010641,"Insects: live, bees",Élevage d’autres animaux,0106,"Animaux vivants (à l'excl. des animaux des espèces chevaline, asine, mulassière, bovine, porcine, ovine ou caprine, des coqs, poules, canards, oies, dindons, dindes et pintades [des espèces domestiques], des poissons, crustacés, mollusques et autres invertébrés aquatiques ainsi que des cultures de micro-organismes et produits simil.)",1642.4319999999998,24751.753,20369.718,3452.923,41.108,89636.571,66.32000000000001,1940.557,2602.942,327.04,3.806,7915.918,TÃ¼rkiye,Egypt,Israel,USA,Argentina,TÃ¼rkiye,Canada,New Zealand,Chile,Uzbekistan,0.4556864454662355,0.3937676428897161,0.3752301465144371,0.2662529119332541,0.1216202558157659,0.0891319350063237,0.0267822351244983,0.0645330910185532,0.0153418832560495,0.0445811421292999
